season,division,date,home,away,home_goals,away_goals,game_nr,team1_home,casual,home_timediff,away_timediff,home_round,away_round,season_first,home_nr,away_nr
2016,1,2016-05-03,Montenegro,Israel,33,27,238,0,0,3,3,13,5,0,38,29
2016,1,2016-05-03,Serbia,Iceland,25,25,239,0,0,4,4,17,16,0,48,26
2016,1,2016-05-03,Slovenia,Sweden,28,28,240,0,0,4,4,18,24,0,50,52
2016,1,2016-05-03,Croatia,Norway,31,25,241,0,0,4,4,19,20,0,11,41
2016,1,2016-05-03,France,North Macedonia,35,24,242,0,0,4,4,13,19,0,19,40
2016,1,2016-05-03,Portugal,Ukraine,34,24,243,0,0,3,3,9,4,0,43,57
2016,1,2016-05-03,Spain,Germany,26,20,244,0,0,4,4,21,25,0,51,21
2016,1,2016-05-03,Lithuania,Bosnia & Herzegovina,19,15,245,0,0,3,3,4,4,0,35,7
2016,1,2016-05-03,Netherlands,Turkey,31,21,246,0,0,4,4,8,2,0,39,55
2016,2,2016-06-04,Norway,Belarus,36,33,247,1,1,32,33,21,20,0,41,5
2016,2,2016-06-07,Norway,Belarus,33,26,248,1,1,3,3,22,21,0,41,5
2016,2,2016-06-08,Portugal,Qatar,27,22,249,1,1,36,62,10,9,0,43,44
2016,2,2016-06-08,Germany,Russia,25,27,250,1,1,36,37,26,20,0,21,46
2016,1,2016-06-10,Portugal,Hungary,25,26,251,0,0,2,39,11,19,0,43,25
2016,1,2016-06-10,Austria,Spain,24,30,252,0,0,39,38,11,22,0,3,51
2016,1,2016-06-10,Montenegro,Serbia,23,23,253,0,0,38,38,14,18,0,38,48
2016,1,2016-06-10,Netherlands,Croatia,24,27,254,0,0,38,38,9,20,0,39,11
2016,1,2016-06-10,Switzerland,North Macedonia,17,26,255,0,0,39,38,16,20,0,53,40
2016,1,2016-06-10,Finland,Germany,20,34,256,0,0,39,2,6,27,0,18,21
2016,1,2016-06-10,Israel,Iceland,24,34,257,0,0,38,38,6,17,0,29,26
2016,1,2016-06-10,Latvia,Sweden,14,33,258,0,0,39,38,6,25,0,34,52
2016,1,2016-06-10,Czech Republic,France,24,34,259,0,0,39,38,11,14,0,13,19
2016,1,2016-06-10,Lithuania,Denmark,25,31,260,0,0,38,39,5,19,0,35,14
2016,1,2016-06-10,Turkey,Norway,22,26,261,0,0,38,3,3,23,0,55,41
2016,1,2016-06-10,Russia,Ukraine,27,22,262,0,0,2,38,21,5,0,46,57
2016,1,2016-06-10,Slovakia,Slovenia,20,26,263,0,0,39,38,10,19,0,49,50
