season,division,date,home,away,home_goals,away_goals,game_nr,team1_home,casual
2016,5,2016-03-20,Tunisia,Netherlands,20,46,82,1,0
2016,5,2016-03-20,Romania,Montenegro,23,23,83,1,0
2016,5,2016-03-20,Russia,Sweden,37,29,84,1,0
2016,4,2016-05-28,Austria,Argentina,22,18,85,0,1
2016,4,2016-06-07,Slovakia,Brazil,26,25,86,0,1
2016,4,2016-06-07,Slovenia,South Korea,16,33,87,0,1
2016,4,2016-06-08,Slovakia,Brazil,21,23,88,0,1
2016,4,2016-06-09,Slovenia,South Korea,23,40,89,0,1
2016,4,2016-06-25,South Korea,Japan,37,17,90,0,1
2016,4,2016-07-19,Netherlands,Sweden,25,26,91,0,1
2016,4,2016-07-19,Montenegro,Russia,27,26,92,0,1
2016,4,2016-07-20,Russia,Netherlands,23,25,93,0,1
2016,4,2016-07-20,Sweden,Montenegro,27,29,94,0,1
2016,4,2016-07-21,Netherlands,Montenegro,23,13,95,0,1
2016,4,2016-07-21,Norway,Romania,32,21,96,0,1
2016,4,2016-07-21,France,Spain,17,21,97,0,1
2016,4,2016-07-21,Sweden,Russia,28,31,98,0,1
2016,4,2016-07-23,Norway,Spain,26,28,99,0,1
2016,4,2016-07-23,Romania,France,18,24,100,0,1
2016,4,2016-07-24,Norway,France,25,24,101,0,1
2016,4,2016-07-24,Spain,Romania,21,21,102,0,1
2016,4,2016-07-28,Brazil,Netherlands,29,27,103,0,1
2016,4,2016-07-31,Brazil,Netherlands,23,23,104,0,1
2016,4,2016-08-02,Brazil,Argentina,24,14,105,0,1
2016,4,2016-08-03,Spain,Sweden,17,18,106,0,1
2016,5,2016-08-06,Romania,Angola,19,23,107,1,0
2016,5,2016-08-06,Montenegro,Spain,19,25,108,1,0
2016,5,2016-08-06,Russia,South Korea,30,25,109,1,0
2016,5,2016-08-06,Netherlands,France,14,18,110,1,0
2016,5,2016-08-06,Norway,Brazil,28,31,111,1,0
2016,5,2016-08-07,Sweden,Argentina,31,21,112,1,0
2016,5,2016-08-08,Argentina,Netherlands,18,26,113,1,0
2016,5,2016-08-08,Brazil,Romania,26,13,114,1,0
2016,5,2016-08-08,Spain,Norway,24,27,115,1,0
2016,5,2016-08-08,France,Russia,25,26,116,1,0
2016,5,2016-08-08,South Korea,Sweden,28,31,117,1,0
2016,5,2016-08-09,Angola,Montenegro,27,25,118,1,0
2016,5,2016-08-10,Netherlands,South Korea,32,32,119,1,0
2016,5,2016-08-10,Norway,Angola,30,20,120,1,0
2016,5,2016-08-10,Russia,Sweden,36,34,121,1,0
2016,5,2016-08-10,Romania,Montenegro,25,21,122,1,0
2016,5,2016-08-10,Brazil,Spain,24,29,123,1,0
2016,5,2016-08-11,France,Argentina,27,11,124,1,0
2016,5,2016-08-12,Russia,Argentina,35,29,125,1,0
2016,5,2016-08-12,Montenegro,Norway,19,28,126,1,0
2016,5,2016-08-12,Romania,Spain,24,21,127,1,0
2016,5,2016-08-12,Sweden,Netherlands,29,29,128,1,0
2016,5,2016-08-12,Angola,Brazil,24,28,129,1,0
2016,5,2016-08-13,South Korea,France,17,21,130,1,0
2016,5,2016-08-14,Spain,Angola,26,22,131,1,0
2016,5,2016-08-14,Norway,Romania,28,27,132,1,0
2016,5,2016-08-14,Netherlands,Russia,34,38,133,1,0
2016,5,2016-08-14,Sweden,France,25,27,134,1,0
2016,5,2016-08-14,Montenegro,Brazil,23,29,135,1,0
2016,5,2016-08-15,Argentina,South Korea,22,28,136,1,0
2016,5,2016-08-16,Russia,Angola,31,27,137,1,0
2016,5,2016-08-16,Sweden,Norway,20,33,138,1,0
2016,5,2016-08-16,Spain,France,26,27,139,1,0
2016,5,2016-08-16,Brazil,Netherlands,23,32,140,1,0
2016,5,2016-08-18,Norway,Russia,37,38,141,1,0
2016,5,2016-08-18,Netherlands,France,23,24,142,1,0
2016,5,2016-08-20,France,Russia,19,22,143,1,0
2016,5,2016-08-20,Netherlands,Norway,26,36,144,1,0
2016,4,2016-10-05,Slovenia,Czech Republic,27,30,145,0,1
2016,4,2016-10-06,Romania,Serbia,19,23,146,0,1
2016,4,2016-10-06,Slovenia,Czech Republic,33,28,147,0,1
2016,4,2016-10-07,Germany,Spain,32,18,148,0,1
2016,4,2016-10-07,Netherlands,Serbia,31,29,149,0,1
2016,4,2016-10-07,Poland,Slovakia,28,18,150,0,1
2016,4,2016-10-07,Croatia,Austria,36,28,151,0,1
2016,4,2016-10-07,Iceland,Sweden,23,33,152,0,1
2016,4,2016-10-08,Hungary,Slovenia,32,22,153,0,1
2016,4,2016-10-08,Austria,Croatia,26,25,154,0,1
2016,4,2016-10-08,Netherlands,Romania,23,24,155,0,1
2016,4,2016-10-08,Sweden,Poland,31,27,156,0,1
2016,4,2016-10-08,Iceland,Slovakia,26,25,157,0,1
2016,4,2016-10-09,Germany,Spain,24,27,158,0,1
2016,4,2016-11-22,Belarus,Lithuania,31,25,159,0,1
2016,4,2016-11-24,Czech Republic,Austria,26,25,160,0,1
2016,4,2016-11-25,Spain,Argentina,35,15,161,0,1
2016,4,2016-11-25,Croatia,Montenegro,28,20,162,0,1
2016,4,2016-11-25,Poland,Japan,32,17,163,0,1
2016,4,2016-11-25,Czech Republic,Serbia,28,30,164,0,1
2016,4,2016-11-26,Spain,Japan,33,21,165,0,1
2016,4,2016-11-26,Argentina,Poland,28,31,166,0,1
2016,4,2016-11-26,Germany,Sweden,24,24,167,0,1
2016,4,2016-11-26,Slovenia,Switzerland,32,25,168,0,1
2016,4,2016-11-26,Serbia,Austria,31,28,169,0,1
2016,4,2016-11-27,Romania,Hungary,24,29,170,0,1
2016,4,2016-11-27,Germany,Sweden,28,28,171,0,1
2016,4,2016-11-27,Spain,Poland,22,18,172,0,1
2016,4,2016-11-27,Japan,Argentina,23,19,173,0,1
2016,4,2016-11-27,Slovenia,Switzerland,36,29,174,0,1
2016,4,2016-11-30,Croatia,Japan,29,26,175,0,1
2016,4,2016-11-30,Sweden,France,21,27,176,0,1
2016,4,2016-12-01,Brazil,Cuba,51,9,177,0,1
2016,4,2016-12-01,Uruguay,Slovakia,15,29,178,0,1
2016,4,2016-12-02,Brazil,Uruguay,30,11,179,0,1
2016,4,2016-12-02,Slovakia,Cuba,38,11,180,0,1
2016,4,2016-12-03,Cuba,Uruguay,16,44,181,0,1
2016,4,2016-12-03,Brazil,Slovakia,21,21,182,0,1
2017,4,2017-03-15,Montenegro,Slovenia,29,22,183,0,1
2017,4,2017-03-16,Austria,Czech Republic,30,28,184,0,1
2017,4,2017-03-17,Netherlands,Iceland,23,20,185,0,1
2017,4,2017-03-17,North Macedonia,Serbia,29,35,186,0,1
2017,4,2017-03-17,Belarus,Poland,24,23,187,0,1
2017,4,2017-03-17,Hungary,Croatia,34,19,188,0,1
2017,4,2017-03-17,Romania,Spain,21,24,189,0,1
2017,4,2017-03-17,Slovakia,Ukraine,28,25,190,0,1
2017,4,2017-03-17,Turkey,Lithuania,43,15,191,0,1
2017,4,2017-03-17,Montenegro,Slovenia,19,20,192,0,1
2017,4,2017-03-18,Ukraine,Poland,17,26,193,0,1
2017,4,2017-03-18,Slovakia,Belarus,22,27,194,0,1
2017,4,2017-03-18,Sweden,Germany,33,28,195,0,1
2017,4,2017-03-18,Netherlands,Iceland,38,18,196,0,1
2017,4,2017-03-18,North Macedonia,Serbia,27,43,197,0,1
2017,4,2017-03-18,Czech Republic,Austria,35,26,198,0,1
2017,4,2017-03-18,Turkey,Lithuania,30,23,199,0,1
2017,4,2017-03-19,Romania,Spain,21,20,200,0,1
2017,4,2017-03-19,Germany,Sweden,23,24,201,0,1
2017,4,2017-03-19,Poland,Slovakia,29,25,202,0,1
2017,4,2017-03-19,Belarus,Ukraine,24,23,203,0,1
2017,4,2017-05-31,Serbia,Montenegro,31,31,204,0,1
2017,4,2017-06-01,Israel,Greece,23,27,205,0,1
2017,4,2017-06-01,Turkey,Lithuania,26,27,206,0,1
2017,4,2017-06-01,Russia,North Macedonia,35,29,207,0,1
2017,4,2017-06-01,Serbia,Montenegro,31,24,208,0,1
2017,4,2017-06-02,North Macedonia,Lithuania,31,24,209,0,1
2017,4,2017-06-02,Turkey,Russia,32,34,210,0,1
2017,4,2017-06-03,Israel,Greece,26,28,211,0,1
2017,4,2017-06-03,Russia,Lithuania,30,12,212,0,1
2017,4,2017-06-03,Belarus,Ukraine,34,31,213,0,1
2017,4,2017-06-03,Turkey,North Macedonia,38,29,214,0,1
2017,4,2017-06-04,Belarus,Ukraine,32,24,215,0,1
2017,4,2017-06-07,Croatia,Sweden,28,35,216,0,1
2017,4,2017-06-08,Denmark,Germany,17,22,217,0,1
2018,3,2017-06-09,Greece,Finland,29,20,218,1,0
2018,3,2017-06-10,Faroe Islands,Greece,25,24,219,1,0
2018,3,2017-06-11,Israel,Kosovo,25,32,220,1,0
2018,3,2017-06-11,Finland,Faroe Islands,17,20,221,1,0
2017,4,2017-06-11,Brazil,Portugal,35,29,222,0,1
2017,4,2017-06-13,Brazil,Portugal,38,25,223,0,1
2017,4,2017-06-15,Norway,France,24,21,224,0,1
2017,4,2017-06-16,Croatia,Serbia,28,21,225,0,1
2017,4,2017-06-17,Norway,France,23,22,226,0,1
2017,4,2017-09-22,Turkey,North Macedonia,30,26,227,0,1
2017,4,2017-09-23,Russia,South Korea,49,40,228,0,1
2017,4,2017-09-24,Italy,North Macedonia,24,29,229,0,1
2018,3,2017-09-27,Denmark,Slovenia,28,22,230,1,0
2018,3,2017-09-27,Czech Republic,Iceland,30,23,231,1,0
2018,3,2017-09-27,Germany,Lithuania,26,26,232,1,0
2018,3,2017-09-27,Spain,Turkey,35,16,233,1,0
2018,3,2017-09-27,Netherlands,Belarus,33,21,234,1,0
2018,3,2017-09-27,Norway,Ukraine,35,22,235,1,0
2018,3,2017-09-27,Croatia,Switzerland,32,28,236,1,0
2018,3,2017-09-27,Hungary,Kosovo,37,12,237,1,0
2018,3,2017-09-27,Poland,Italy,40,13,238,1,0
2018,3,2017-09-27,Romania,Austria,36,25,239,1,0
2018,3,2017-09-28,Russia,Portugal,32,25,240,1,0
2018,3,2017-09-28,Sweden,North Macedonia,38,26,241,1,0
2018,3,2017-09-28,Serbia,Faroe Islands,36,20,242,1,0
2018,3,2017-09-28,Montenegro,Slovakia,24,23,243,1,0
2017,4,2017-09-29,France,Brazil,23,21,244,0,1
2018,3,2017-09-30,Austria,Russia,27,25,245,1,0
2018,3,2017-10-01,Kosovo,Netherlands,12,40,246,1,0
2018,3,2017-10-01,North Macedonia,Serbia,27,33,247,1,0
2018,3,2017-10-01,Faroe Islands,Sweden,15,33,248,1,0
2018,3,2017-10-01,Lithuania,Spain,17,24,249,1,0
2018,3,2017-10-01,Slovenia,Czech Republic,28,28,250,1,0
2018,3,2017-10-01,Ukraine,Croatia,26,22,251,1,0
2018,3,2017-10-01,Iceland,Denmark,14,29,252,1,0
2018,3,2017-10-01,Switzerland,Norway,12,29,253,1,0
2018,3,2017-10-01,Italy,Montenegro,16,23,254,1,0
2018,3,2017-10-01,Portugal,Romania,16,32,255,1,0
2018,3,2017-10-01,Slovakia,Poland,20,29,256,1,0
2018,3,2017-10-01,Turkey,Germany,16,30,257,1,0
2018,3,2017-10-01,Belarus,Hungary,18,25,258,1,0
2017,4,2017-10-01,France,Brazil,22,22,259,0,1
2017,4,2017-10-28,Germany,Netherlands,23,18,260,0,1
2017,4,2017-10-29,Germany,Netherlands,36,26,261,0,1
2017,4,2017-11-21,Serbia,Slovakia,30,30,262,0,1
2017,4,2017-11-22,Serbia,Slovakia,26,24,263,0,1
2017,4,2017-11-23,Czech Republic,Austria,27,28,264,0,1
2017,4,2017-11-24,Spain,Argentina,28,19,265,0,1
2017,4,2017-11-24,France,Tunisia,35,19,266,0,1
2017,4,2017-11-24,Japan,Ukraine,24,25,267,0,1
2017,4,2017-11-24,Slovakia,Germany,22,23,268,0,1
2017,4,2017-11-24,Romania,Poland,21,27,269,0,1
2017,4,2017-11-24,Slovenia,Angola,31,25,270,0,1
2017,4,2017-11-24,North Macedonia,Brazil,19,32,271,0,1
2017,4,2017-11-24,Czech Republic,Switzerland,29,22,272,0,1
2017,4,2017-11-25,Spain,Japan,26,22,273,0,1
2017,4,2017-11-25,Ukraine,Argentina,31,25,274,0,1
2017,4,2017-11-25,Germany,Iceland,32,19,275,0,1
2017,4,2017-11-25,Denmark,Sweden,26,25,276,0,1
2017,4,2017-11-25,Romania,North Macedonia,31,18,277,0,1
2017,4,2017-11-25,Brazil,Poland,18,29,278,0,1
2017,4,2017-11-25,Switzerland,Austria,22,24,279,0,1
2017,4,2017-11-26,Spain,Ukraine,33,14,280,0,1
2017,4,2017-11-26,Montenegro,Serbia,36,26,281,0,1
2017,4,2017-11-26,France,Slovenia,26,18,282,0,1
2017,4,2017-11-26,Argentina,Japan,26,21,283,0,1
2017,4,2017-11-26,Romania,Brazil,24,23,284,0,1
2017,4,2017-11-26,Angola,Tunisia,31,14,285,0,1
2017,4,2017-11-26,North Macedonia,Poland,25,32,286,0,1
2017,4,2017-11-27,Sweden,Denmark,23,17,287,0,1
2017,4,2017-11-27,Slovakia,Iceland,26,28,288,0,1
2017,4,2017-11-27,Montenegro,Serbia,25,31,289,0,1
2017,4,2017-11-28,Slovakia,Iceland,25,27,290,0,1
2017,4,2017-11-29,France,Angola,30,18,291,0,1
2018,3,2018-03-21,Iceland,Slovenia,30,30,292,1,0
2018,3,2018-03-21,Faroe Islands,North Macedonia,15,22,293,1,0
2018,3,2018-03-21,Switzerland,Ukraine,21,15,294,1,0
2018,3,2018-03-21,Germany,Spain,33,24,295,1,0
2018,3,2018-03-21,Italy,Slovakia,20,21,296,1,0
2018,3,2018-03-21,Croatia,Norway,25,32,297,1,0
2018,3,2018-03-21,Kosovo,Belarus,22,31,298,1,0
2018,3,2018-03-21,Serbia,Sweden,30,23,299,1,0
2018,3,2018-03-21,Poland,Montenegro,20,26,300,1,0
2018,3,2018-03-21,Czech Republic,Denmark,21,26,301,1,0
2018,3,2018-03-21,Russia,Romania,30,25,302,1,0
2018,3,2018-03-22,Portugal,Austria,30,32,303,1,0
2018,3,2018-03-22,Hungary,Netherlands,18,19,304,1,0
2018,3,2018-03-22,Lithuania,Turkey,22,22,305,1,0
2018,4,2018-03-22,France,Brazil,28,17,306,0,1
2018,3,2018-03-24,Austria,Portugal,29,24,307,1,0
2018,3,2018-03-24,Spain,Germany,27,23,308,1,0
2018,3,2018-03-24,Montenegro,Poland,33,23,309,1,0
2018,3,2018-03-24,Denmark,Czech Republic,21,20,310,1,0
2018,3,2018-03-24,Sweden,Serbia,31,30,311,1,0
2018,3,2018-03-24,Slovakia,Italy,20,17,312,1,0
2018,3,2018-03-25,North Macedonia,Faroe Islands,28,24,313,1,0
2018,3,2018-03-25,Norway,Croatia,33,27,314,1,0
2018,3,2018-03-25,Ukraine,Switzerland,21,22,315,1,0
2018,3,2018-03-25,Romania,Russia,26,25,316,1,0
2018,3,2018-03-25,Slovenia,Iceland,28,18,317,1,0
2018,3,2018-03-25,Turkey,Lithuania,30,24,318,1,0
2018,3,2018-03-25,Netherlands,Hungary,22,23,319,1,0
2018,3,2018-03-25,Belarus,Kosovo,41,18,320,1,0
2018,4,2018-03-25,France,Brazil,24,24,321,0,1
2018,3,2018-05-30,Iceland,Czech Republic,24,26,322,1,0
2018,3,2018-05-30,Faroe Islands,Serbia,17,33,323,1,0
2018,3,2018-05-30,Switzerland,Croatia,16,33,324,1,0
2018,3,2018-05-30,North Macedonia,Sweden,20,32,325,1,0
2018,3,2018-05-30,Kosovo,Hungary,15,37,326,1,0
2018,3,2018-05-30,Slovenia,Denmark,23,25,327,1,0
2018,3,2018-05-30,Ukraine,Norway,21,26,328,1,0
2018,3,2018-05-30,Turkey,Spain,17,22,329,1,0
2018,3,2018-05-31,Italy,Poland,25,33,330,1,0
2018,3,2018-05-31,Austria,Romania,25,28,331,1,0
2018,3,2018-05-31,Slovakia,Montenegro,24,27,332,1,0
2018,3,2018-05-31,Belarus,Netherlands,28,29,333,1,0
2018,3,2018-05-31,Lithuania,Germany,11,25,334,1,0
2018,3,2018-05-31,Portugal,Russia,24,30,335,1,0
2018,3,2018-06-02,Norway,Switzerland,41,18,336,1,0
2018,3,2018-06-02,Croatia,Ukraine,28,25,337,1,0
2018,3,2018-06-02,Spain,Lithuania,29,17,338,1,0
2018,3,2018-06-02,Montenegro,Italy,28,22,339,1,0
2018,3,2018-06-02,Hungary,Belarus,30,22,340,1,0
2018,3,2018-06-02,Denmark,Iceland,24,17,341,1,0
2018,3,2018-06-02,Germany,Turkey,40,17,342,1,0
2018,3,2018-06-02,Sweden,Faroe Islands,32,13,343,1,0
2018,3,2018-06-02,Netherlands,Kosovo,42,16,344,1,0
2018,3,2018-06-03,Czech Republic,Slovenia,30,30,345,1,0
2018,3,2018-06-03,Poland,Slovakia,26,21,346,1,0
2018,3,2018-06-03,Serbia,North Macedonia,35,30,347,1,0
2018,3,2018-06-03,Romania,Portugal,32,28,348,1,0
2018,3,2018-06-03,Russia,Austria,26,25,349,1,0
2018,4,2018-06-06,Germany,Poland,30,29,350,0,1
2018,4,2018-06-16,Sweden,Ukraine,27,27,351,0,1
2018,4,2018-06-17,South Korea,Ukraine,36,20,352,0,1
2018,4,2018-06-18,Sweden,South Korea,28,35,353,0,1
2018,4,2018-06-19,Sweden,Ukraine,31,28,354,0,1
2018,4,2018-06-20,Sweden,South Korea,28,34,355,0,1
2018,4,2018-06-21,South Korea,Ukraine,34,30,356,0,1
2018,4,2018-06-23,Japan,Poland,26,20,357,0,1
2018,4,2018-06-25,South Korea,Japan,27,20,358,0,1
2018,4,2018-09-26,Spain,Argentina,33,19,359,0,1
2018,4,2018-09-26,Slovenia,Serbia,34,31,360,0,1
2018,4,2018-09-27,Iceland,Sweden,25,26,361,0,1
2018,4,2018-09-27,Netherlands,Japan,38,26,362,0,1
2018,4,2018-09-27,North Macedonia,Italy,26,23,363,0,1
2018,4,2018-09-28,Netherlands,Japan,28,17,364,0,1
2018,4,2018-09-28,Belarus,Ukraine,25,28,365,0,1
2018,4,2018-09-28,Slovakia,Czech Republic,22,26,366,0,1
2018,4,2018-09-28,Hungary,Montenegro,29,25,367,0,1
2018,4,2018-09-28,Spain,Austria,32,22,368,0,1
2018,4,2018-09-29,Slovenia,Serbia,27,35,369,0,1
2018,4,2018-09-29,Belarus,Ukraine,27,31,370,0,1
2018,4,2018-09-29,Iceland,Sweden,20,33,371,0,1
2018,4,2018-09-29,Spain,Austria,28,26,372,0,1
2018,4,2018-09-29,Hungary,Montenegro,19,23,373,0,1
2018,4,2018-09-29,Germany,Russia,31,35,374,0,1
2018,4,2018-09-29,Slovakia,Czech Republic,22,22,375,0,1
2018,4,2018-09-30,Germany,Russia,33,36,376,0,1
2018,4,2018-11-19,Greece,Israel,25,21,377,0,1
2018,4,2018-11-20,Greece,Israel,26,26,378,0,1
2018,4,2018-11-21,Netherlands,Angola,32,29,379,0,1
2018,4,2018-11-22,Croatia,Slovakia,22,20,380,0,1
2018,4,2018-11-22,Czech Republic,Switzerland,34,25,381,0,1
2018,4,2018-11-23,Spain,Poland,23,16,382,0,1
2018,4,2018-11-23,Brazil,Germany,20,19,383,0,1
2018,4,2018-11-23,Czech Republic,Croatia,21,19,384,0,1
2018,4,2018-11-23,Sweden,Montenegro,28,30,385,0,1
2018,4,2018-11-23,Romania,Serbia,29,26,386,0,1
2018,4,2018-11-23,Switzerland,Slovakia,22,35,387,0,1
2019,6,2018-11-23,Italy,Greece,19,23,388,1,0
2019,6,2018-11-23,Belarus,Portugal,31,23,389,1,0
2018,4,2018-11-24,Germany,Spain,20,22,390,0,1
2018,4,2018-11-24,Brazil,Poland,26,32,391,0,1
2018,4,2018-11-24,Czech Republic,Slovakia,22,20,392,0,1
2018,4,2018-11-24,Russia,Serbia,33,32,393,0,1
2018,4,2018-11-24,Switzerland,Croatia,18,25,394,0,1
2018,4,2018-11-24,Ukraine,Austria,34,32,395,0,1
2019,6,2018-11-24,Portugal,Italy,34,20,396,1,0
2019,6,2018-11-24,Greece,Belarus,18,28,397,1,0
2018,4,2018-11-25,Spain,Brazil,28,28,398,0,1
2018,4,2018-11-25,Poland,Germany,27,28,399,0,1
2018,4,2018-11-25,Sweden,Montenegro,30,32,400,0,1
2019,6,2018-11-25,Belarus,Italy,35,26,401,1,0
2019,6,2018-11-25,Portugal,Greece,15,16,402,1,0
2018,3,2018-11-29,France,Russia,23,26,403,1,0
2018,2,2018-11-30,India,South Korea,10,37,404,1,0
2018,3,2018-11-30,Denmark,Sweden,30,29,405,1,0
2018,3,2018-11-30,Montenegro,Slovenia,36,32,406,1,0
2018,3,2018-11-30,Serbia,Poland,33,26,407,1,0
2019,6,2018-11-30,Turkey,Iceland,23,36,408,1,0
2019,6,2018-11-30,Switzerland,Lithuania,21,20,409,1,0
2019,6,2018-11-30,North Macedonia,Azerbaijan,41,22,410,1,0
2019,6,2018-11-30,Slovakia,Ukraine,36,32,411,1,0
2019,6,2018-11-30,Faroe Islands,Finland,19,22,412,1,0
2019,6,2018-11-30,Kosovo,Israel,25,28,413,1,0
2018,2,2018-12-01,Hong Kong,China,10,36,414,1,0
2018,2,2018-12-01,Iran,Kazakhstan,26,41,415,1,0
2018,3,2018-12-01,Romania,Czech Republic,31,28,416,1,0
2018,3,2018-12-01,Spain,Croatia,25,18,417,1,0
2018,3,2018-12-01,Hungary,Netherlands,25,28,418,1,0
2018,3,2018-12-01,Norway,Germany,32,33,419,1,0
2019,6,2018-12-01,Azerbaijan,Turkey,26,32,420,1,0
2019,6,2018-12-01,Finland,Switzerland,10,21,421,1,0
2019,6,2018-12-01,Iceland,North Macedonia,21,29,422,1,0
2019,6,2018-12-01,Israel,Slovakia,20,24,423,1,0
2019,6,2018-12-01,Lithuania,Faroe Islands,21,25,424,1,0
2019,6,2018-12-01,Ukraine,Kosovo,44,19,425,1,0
2018,1,2018-12-02,Senegal,Cameroon,23,18,426,1,0
2018,2,2018-12-02,China,India,29,12,427,1,0
2018,3,2018-12-02,Russia,Montenegro,24,23,428,1,0
2018,3,2018-12-02,Sweden,Serbia,22,21,429,1,0
2018,3,2018-12-02,Poland,Denmark,21,28,430,1,0
2018,3,2018-12-02,Slovenia,France,21,30,431,1,0
2019,6,2018-12-02,Turkey,North Macedonia,23,30,432,1,0
2019,6,2018-12-02,Iceland,Azerbaijan,49,18,433,1,0
2019,6,2018-12-02,Slovakia,Kosovo,40,15,434,1,0
2019,6,2018-12-02,Ukraine,Israel,35,25,435,1,0
2019,6,2018-12-02,Switzerland,Faroe Islands,23,19,436,1,0
